id,name,subsidiary,therapeutic_area,category,type,tagline,overview,features,indication,patient_population,specs,reg_notes,image,tier,classification,business_segment,applicable_departments,model_numbers,development_status,status,fda,fda_cert,fda_qualifier,ce,ce_cert,ce_qualifier,nmpa,nmpa_cert,nmpa_qualifier,pmda,pmda_cert,pmda_qualifier,tga,tga_cert,tga_qualifier
bridge,Bridge®,MicroPort NeuroTech,Neurovascular and Brain-Computer Interfaces,Stents & scaffolds,Drug-eluting stent,Rapamycin-eluting stent for symptomatic extracranial vertebral artery stenosis,Bridge® is a rapamycin-loaded vertebral stent system for treatment of symptomatic extracranial vertebral artery stenosis. Available in lengths from 7mm to 23mm and diameters from 2.25mm to 5.0mm.,Rapamycin drug elution | Indicated for extracranial vertebral artery stenosis | Length: 7–23mm | Diameter: 2.25–5.0mm,Treatment of symptomatic extracranial vertebral artery stenosis,Patients with symptomatic extracranial vertebral artery stenosis,Length: 7|10|13 | 16 | 18 | 21 | 23 mm | Diameter: 2.25 | 2.5 | 2.75 | 3.0 | 3.5 | 4.0|4.5|5.0 mm,NMPA 20203130971.,bridge.jpg,,,,Neurosurgery | Neurointerventional Medicine | Interventional Medicine | Brain Surgery,V2213 V2513 V2713 V3013 V3513 V4013 V2216 V2516 V2716 V3016 V3516 V4016 V2218 V2518 V2718 V3018 V3518 V4018 V2221 V2521 V2721 V3021 V3521 V4021 V2223 V2523 V2723 V3023 V3523 V4023 V4507 V4510 V4513 V4516 V4518 V4521 V4523 V5007 V5010 V5013 V5016 V5018 V5021 V5023,,ACTIVE,,,,,,,cleared,,,,,,,,
castor,Castor®,MicroPort Endovastec,Aortic and Peripheral Vasculature,Stent-grafts,Branched aortic stent-graft system,World's first unibody single-branched aortic stent-graft,"The Castor® is a branched aortic stent-graft system and is recognized as the world's first unibody single-branched stent graft. It is indicated for endovascular repair of aortic aneurysms involving the left subclavian artery, delivered via a 24F outer sheath.",Unibody single-branched design | 24F delivery sheath | Main body proximal diameters 26–44 mm | Branch distal diameters 6–14 mm | Main body lengths 120–210 mm,"Endovascular repair of aortic aneurysms requiring preservation of branch vessels (e.g., left subclavian artery)",Patients with thoracic aortic aneurysms involving branch vessels,Mainbody Proximal Diameter: 26–44 mm | Mainbody Distal Diameter: 20–44 mm | Branch Distal Diameter: 6–14 mm | Mainbody Length: 120–210 mm | Branch Length: 25–45 mm | Delivery Sheath: 24F,NMPA 20173133241. CE MDR 764415 R000.,castor.jpg,,,Aortic & Peripheral & Tumor Intervention,Vascular Surgeon | Cardiovascular Surgeon | Interventionist | Cardiothoracic Surgeon | Radiology,,,ACTIVE,,,,cleared,MDR 764415 R000,CMD-only,cleared,20173133241,,,,,,,
celea,CELEA™,MicroPort CardioFlow,Heart Failure and Electrophysiology,Pacemakers,Implantable cardiac pacemaker,Bluetooth pacemaker with 1.5T and 3T MRI conditioning and exceptional longevity,"CELEA™ offers seamless Bluetooth connectivity for wireless monitoring, is 1.5T and 3T full-body MR conditional with AutoMRI functionality, and provides exceptional longevity.",Bluetooth wireless monitoring | 1.5T and 3T MR conditional | AutoMRI functionality | Exceptional longevity,Cardiac pacing,,Models: CELEA SR | CELEA DR,"CE G70 005178 0040 Rev. 00. PMDA 30400BZX00001000. TGA Alizea DR: 396885, Alizea SR: 396619. FDA 180-day PMA supplement P950029/S133 & P980049/S145",celea.jpg,,,Heart Failure Management & Electrophysiology,Cardiology,CELEA SR | CELEA DR,,ACTIVE,cleared,,,cleared,,,,,,cleared,,,cleared,,
ceramic-femoral-head,Ceramic Femoral Head,MicroPort Orthopedics,"Orthopedic Joint, Spine, and Trauma",Hip systems,Femoral head implant,High wear resistance ceramic femoral head with long lifespan,"A ceramic femoral head offering high wear resistance and long lifespan for total hip arthroplasty. Available in 28, 32, 36, and 40mm sizes.",High wear resistance | Long lifespan,Total hip arthroplasty,,Sizes: 28mm | 32mm | 36mm | 40mm,NMPA 20153131977,ceramic-femoral-head.jpg,,,Joint Reconstruction & Spine & Trauma & Sports Medicine,Orthopedics,28 | 32 | 36 | 40,,ACTIVE,,,,,,,cleared,,,,,,,,
ceramic-liner,Ceramic Liner,MicroPort Orthopedics,"Orthopedic Joint, Spine, and Trauma",Hip systems,Acetabular liner,Tapered-locking ceramic liner for superior fatigue resistance and wear durability,"A ceramic acetabular liner with tapered locking details providing superior fatigue resistance and wear durability. Available in 28, 32, and 36mm sizes.",Tapered locking design | Superior fatigue resistance | High wear durability,Total hip arthroplasty,,Sizes: 28mm | 32mm | 36mm,NMPA 20153461966,ceramic-liner.jpg,,,Joint Reconstruction & Spine & Trauma & Sports Medicine,Orthopedics,28 | 32 | 36,,ACTIVE,,,,,,,cleared,,,,,,,,
cicadawing-breast-biopsy-probe,CicadaWing® Breast Biopsy Probe,AccuTarget,"Urology, Oncology, and Gastroenterology",Biopsy devices,Breast biopsy probe,Dedicated biopsy probe for use with the CicadaWing® GoPro system,The CicadaWing® Breast Biopsy Probe is used in conjunction with the CicadaWing® GoPro Breast Biopsy System for biopsy of clinically suspicious breast lesions and removal of benign breast lesions under imaging guidance such as ultrasound.,Designed for use with CicadaWing® GoPro system | Imaging-guided breast biopsy and benign lesion removal,Biopsy of clinically suspicious breast lesions and removal of benign breast lesions under ultrasound or other imaging guidance,Patients with suspicious or benign breast lesions,,NMPA 20243012309,s3:products/94ae6a19ed15e1b389392eaebbbe57622a1d33023fae7fd6bd5b9345127d22a6.png,,,Urology & Gastroenterology & Cancer Treatment,Breast Surgery | General Surgery,,,ACTIVE,,,,,,,cleared,,,,,,,,
cicadawing-gopro,CicadaWing® GoPro,AccuTarget,"Urology, Oncology, and Gastroenterology",Biopsy devices,Vacuum-assisted breast biopsy system,Imaging-guided vacuum-assisted breast biopsy system with no postoperative scars,CicadaWing® GoPro is a vacuum-assisted breast biopsy system used for biopsy of clinically suspicious breast lesions and removal of benign breast lesions under imaging guidance such as ultrasound. It is designed for precise treatment with no postoperative scarring.,Imaging-guided (ultrasound) vacuum-assisted biopsy | Biopsy and benign lesion removal in one system | No postoperative scars,Biopsy of clinically suspicious breast lesions and removal of benign breast lesions under ultrasound or other imaging guidance,Patients with suspicious or benign breast lesions,,NMPA 20243012476,cicadawing-gopro.jpg,,,Urology & Gastroenterology & Cancer Treatment,Breast Surgery | General Surgery,,,ACTIVE,,,,,,,cleared,,,,,,,,
cicadawing-moby,CicadaWing® Moby,AccuTarget,"Urology, Oncology, and Gastroenterology",Biopsy devices,Portable vacuum-assisted breast biopsy system,Lightweight portable vacuum-assisted breast biopsy system,"CicadaWing® Moby is a lightweight, portable, and energy-efficient vacuum-assisted breast biopsy system for biopsy of clinically suspicious breast lesions and removal of benign breast lesions under imaging guidance such as ultrasound. It is used with a dedicated CicadaWing® Breast Biopsy Probe.",Lightweight and portable design | Energy-efficient operation | Imaging-guided vacuum-assisted biopsy,Biopsy of clinically suspicious breast lesions and removal of benign breast lesions under ultrasound or other imaging guidance,Patients with suspicious or benign breast lesions,,NMPA estimated approval 2025 (under development),cicadawing-moby.jpg,,,Urology & Gastroenterology & Cancer Treatment,Breast Surgery | General Surgery,,,ACTIVE,,,,,,,in progress,,,,,,,,
columbus,Columbus® 3D EP,MicroPort EverPace,Heart Failure and Electrophysiology,EP mapping & diagnostics,Navigation system,3D cardiac mapping & navigation system,Creates precise cardiac chamber models via magnetic-field positioning; integrates real-time ECG and structural imaging for complex arrhythmia treatment.,"Magnetic + impedance tracking, real-time mapping | One-click CT/MRI segmentation & merge | Real-time contact force, Energy Index, Smart Label",Catheter-based cardiac EP procedures — electrical activity and catheter location.,"Adults, men or non-pregnant women.",Model: EPE-SYS-1A,NMPA: 2016. CE: 2024. FDA: 510(k) cleared.,columbus.jpg,,,Heart Failure Management & Electrophysiology,Cardiology | Cardiac Electrophysiology | Interventional Catheterization Lab,EPE-SYS-1A,,ACTIVE,cleared,,,cleared,,,cleared,,,,,,,,
columbus-cardiac-electrophysiology-stimulator,Columbus™ Cardiac Electrophysiology Stimulator,MicroPort EverPace,Heart Failure and Electrophysiology,EP generators & accessories,EP stimulator,"Compact, safe, and smart cardiac electrophysiology stimulator with built-in battery","The Columbus Cardiac Electrophysiology Stimulator is a safe and reliable EP stimulator featuring a compact, smart design with a built-in battery. It supports cardiac electrophysiology procedures in catheterization lab settings.",Safe and reliable design | Compact and smart form factor | Built-in battery,Cardiac electrophysiology stimulation during EP procedures,,Model: DF-5A,CE G1 081711 0023 Rev.00. TGA 354883.,columbus-cardiac-electrophysiology-stimulator.jpg,,,Heart Failure Management & Electrophysiology,Cardiology | Cardiac Electrophysiology | Interventional Catheterization Lab,DF-5A,,ACTIVE,,,,cleared,,,,,,,,,cleared,,
columbus-reference-patch,Columbus® Reference Patch,MicroPort EverPace,Heart Failure and Electrophysiology,EP mapping & diagnostics,Reference electrode patch,Lightweight electrode for enhanced electrophysiology accuracy and patient comfort,"The Columbus Reference Patch is a lightweight, user-friendly electrode designed to enhance electrophysiology accuracy and patient comfort through high-sensitivity signal transmission. It is used with the Columbus 3D EP mapping system.",High-sensitivity signal transmission | Lightweight and user-friendly design | Enhances mapping accuracy,Electrode reference for use with cardiac electrophysiology mapping systems,,Model: EPR105A,NMPA 20202070586. CE G1 081711 0023 Rev.00. TGA 323487.,s3:products/b8c05985c125c8c31728d65faba609bbe709c14cd14c097cdadb7491af11de24.png,,,Heart Failure Management & Electrophysiology,Cardiology | Cardiac Electrophysiology | Interventional Catheterization Lab,EPR105A,,ACTIVE,,,,cleared,,,cleared,,,,,,cleared,,
compassanalyzer,CompassAnalyzer™,MicroPort CardioFlow,Heart Failure and Electrophysiology,Pacemakers,Pacemaker system analyzer,Pacing system analyzer for testing leads during pacemaker implantation,CompassAnalyzer™ is designed for testing pacing leads during permanent pacemaker implantation. It is packaged as the MSC9112 Pacing System Analyzer together with the MSC9137 Surgical Cable.,Designed for lead testing at implant | MSC9112 Pacing System Analyzer | MSC9137 Surgical Cable,Testing pacing leads during permanent pacemaker implantation,,Package: MSC9112 Pacing System Analyzer | MSC9137 Surgical Cable,NMPA 20182120277,compassanalyzer.jpg,,,Heart Failure Management & Electrophysiology,Cardiology | Cardiac Surgery | Interventional Cardiology,MSC9112 | MSC9137,,ACTIVE,,,,,,,cleared,,,,,,,,
cratos,Cratos™,MicroPort Endovastec,Aortic and Peripheral Vasculature,Stent-grafts,Single-branch TEVAR,Thoracic branch stent-graft system,Next-gen single-branch TEVAR inheriting Castor's integrated branch design; upgraded delivery with active bird-beak control (ABC).,"Only integrated single-branch device with bird-beak prevention | Simultaneous main-body + branch deployment | Conforms to natural anatomy, preserves hemodynamics",Thoracic aortic dissection involving the left subclavian artery (acute/chronic). Investigational: thoracic aneurysm (US).,Type B dissection involving the LSA (~1/3 of cases).,Proximal diameter: 20–44 mm | Covered length: 60–260 mm | Sheath: 20–22F,"NMPA: cleared 2025. CE: submitted, est. H1 2027 (CMD exempt).",cratos.jpg,,,Aortic & Peripheral & Tumor Intervention,Vascular Surgeon | Cardiovascular Surgeon | Interventionist | Cardiothoracic Surgeon | Radiology,,,ACTIVE,,,,cleared,MDR 764415 R000,CMD-only,cleared,20253130570,recently-approved,,,,,,
cronus,CRONUS®,MicroPort Endovastec,Aortic and Peripheral Vasculature,Stent-grafts,Intraoperative aortic stent graft,Classic intraoperative stent graft designed for Sun's Surgery technique,CRONUS® is an intraoperative stent graft paired with the Sun's Surgery technique for surgical aortic repair. It is available in a range of lengths and diameters to accommodate varying anatomies.,Designed for intraoperative use with Sun's Surgery | Lengths 20–150 mm | Diameters 21–32 mm,Surgical aortic repair using the frozen elephant trunk (Sun's Surgery) technique,Patients undergoing surgical repair of the aortic arch and descending aorta,Length: 20–150 mm | Diameter: 21–32 mm,NMPA 20193131889.,cronus.jpg,,,Aortic & Peripheral & Tumor Intervention,Vascular Surgeon | Cardiovascular Surgeon | Interventionist | Cardiothoracic Surgeon | Radiology,,,ACTIVE,,,,,,,cleared,20193131889,,,,,,,
cryox-glassy-cryogenic-carrier,CryoX® Glassy Cryogenic Carrier,MicroPort Horizon,Endocrinology and Reproductive Health,Reproductive lab & systems,Cryogenic carrier,High-stability carrier for embryo and oocyte cryopreservation in ART,The CryoX® Glassy Cryogenic Carrier is used to carry embryos or eggs for cryopreservation in assisted reproductive technology. It is manufactured for high stability and excellent biocompatibility.,"High stability construction | Excellent biocompatibility | Two type options (I, II)",Cryopreservation of embryos or oocytes in assisted reproductive technology,Patients undergoing embryo or oocyte cryopreservation in ART,Types: I | II,NMPA 20222180114.,cryox-glassy-cryogenic-carrier.jpg,,,,Reproductive Medicine Department,I | II,,ACTIVE,,,,,,,cleared,,,,,,,,
cryox-vitrification-thaw-kit,CryoX™ Vitrification Thaw Kit,MicroPort Horizon,Endocrinology and Reproductive Health,Reproductive lab & systems,Vitrification thaw kit,Standardized kit for thawing vitrified oocytes and embryos through blastocyst stage,"The CryoX® Vitrification Thaw Kit is intended for use in thawing vitrified oocytes (MII), pronuclear zygotes through day 3 cleavage stage embryos, and blastocyst stage embryos. It covers the full range of vitrified reproductive specimens.","Supports oocytes (MII), PN zygotes, cleavage stage, and blastocysts | Multiple model options",Thawing of vitrified oocytes and embryos in assisted reproductive technology,Patients whose oocytes or embryos are stored via vitrification,Models: CX1451 | CX1452 | CX1452M,NMPA 200243182053; NMPA 200243181008.,cryox-vitrification-thaw-kit.jpg,,,,Reproductive Medicine Department,CX1451 | CX1452 | CX1452M,,ACTIVE,,,,,,,cleared,,,,,,,,
daylily-embryo-transfer-catheter,Daylily® Embryo Transfer Catheter,MicroPort Horizon,Endocrinology and Reproductive Health,Reproductive devices,Embryo transfer catheter,Ergonomic catheter for precise IVF embryo placement in the uterine cavity,"The Daylily® Embryo Transfer Catheter is used to place in vitro fertilized embryos into the uterine cavity. Its ergonomic handle design ensures easy gripping and twisting, improving ease of use for clinicians and reducing irritation to the patient's uterus.","Ergonomic handle for easy gripping and twisting | Reduces uterine irritation | Four type options (I, II, III, IV)",Transfer of IVF embryos into the uterine cavity,Patients undergoing IVF embryo transfer,Types: I | II | III | IV,510(k) K220010. NMPA 20202180538.,daylily-embryo-transfer-catheter.jpg,,,,Reproductive Medicine Department,I | II | III | IV,,ACTIVE,cleared,,,,,,cleared,,,,,,,,
decypher,Decypher™,"MicroImaging (Shenzhen) Medical Equipment Co., Ltd",Coronary and Structural Heart,,Intravascular Ultrasound Imaging System,Intravascular Ultrasound Imaging System,Breakthrough pullback speed of 40mm/s — 4x faster than the industry standard — capturing 100mm vessel images in 3 seconds while maintaining 20µm high-resolution clarity for detailed plaque and vascular structure assessment.,,,,,NMPA: 20243062024.,s3:products/2896169b6f458f8e6a288b9dd072114f046d11d54fc5890d617b0a2b20d38204.png,,,Comprehensive Cardiovascular Intervention & Imaging,Catheterization Laboratory | Integrated Interventional Operating Room,MI-330 | MI-320 | MI-310,,ACTIVE,,,,,,,cleared,,,,,,,,
